,Unnamed: 0,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
2737,29944,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@44be0077""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2738,29946,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@44be0077""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
2739,29964,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39b43d60""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2740,29971,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bf3a5d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2741,29975,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2205a05d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2742,29984,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@189cbd7c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2743,29998,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f3187b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2744,30003,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f3187b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2745,30020,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@205d38da""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2746,30022,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6dd7b5a3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2747,30027,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@205d38da""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2748,30034,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6dd7b5a3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2749,30036,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6950ed69""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
2750,30046,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@48b67364""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2751,30071,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2663e964""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2752,30083,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@48b67364""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2753,30104,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3336e6b6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2754,30120,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c3fdb62""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2755,30133,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15a04efb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2756,30134,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2bec854f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2757,30136,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26adfd2d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2758,30151,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16c069df""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2759,30153,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2bec854f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
2760,30158,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16c069df""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2761,30181,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31edaa7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2762,30200,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@791d1f8b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2763,30201,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2415fc55""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2764,30202,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@791d1f8b""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
2765,30205,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13bc8645""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
2766,30215,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@24c22fe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2767,30219,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14f232c4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2768,30221,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@cd1e646""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2769,30226,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14f232c4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2770,30237,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@93081b6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2771,30262,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1890516e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2772,30303,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ba8c737""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2773,30309,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1890516e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2774,30327,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19b89d4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2775,30338,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30b6ffe0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2776,30345,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bbf6d0e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2777,30352,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@34b9f960""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2778,30358,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43015c69""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2779,30369,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30b6ffe0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2780,30393,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3eb91815""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2781,30427,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e17553a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2782,30437,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3eb91815""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2783,30442,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27912e3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2784,30447,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27912e3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2785,30460,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56dc1551""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2786,30474,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@102cec62""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2787,30487,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56dc1551""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2788,30488,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@102cec62""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2789,30494,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@102cec62""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2790,30495,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74f6c5d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2791,30519,"isEmpty == ""false""","peek == ""class java.lang.Double""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2792,30541,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6531a794""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2793,30553,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b5fad2d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2794,30559,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b5fad2d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2795,30583,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6531a794""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2796,30584,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b5fad2d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2797,30591,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57a3e26a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2798,30633,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2dc9b0f5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2799,30640,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bc222e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2800,30650,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75c56eb9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2801,30651,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bc222e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2802,30657,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bc222e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
2803,30670,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75c56eb9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2804,30689,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a1f72f5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2805,30695,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b2c5e02""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2806,30703,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@dc9876b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2807,30704,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f666ebb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2808,30726,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@471a9022""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2809,30729,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f666ebb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2810,30736,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19976a65""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
2811,30757,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f666ebb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2812,30770,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@dc9876b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2813,30780,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f8e8894""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2814,30784,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15f47664""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2815,30802,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@928763c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2816,30813,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e25951c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
2817,30818,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@928763c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2818,30825,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cfdd820""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
2819,30835,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cfdd820""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2820,30855,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@452e19ca""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2821,30870,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b0d80ed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
2822,30877,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1b410b60""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
2823,30888,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b50df34""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
